Hotel,Customer Country,Customer ID,Booking_ID,Booking Date,Lead Time,Arrival Date,Weekend Nights,Week Nights,Adults,Children,is_canceled,Meal,Market Segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,Customer Cancel Count,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel - Kochi,France,CUST_156,INN00606,10-Jul-24,89,7-Oct-24,1,5,3,0,0,BB,Direct,0,0,0,A,D,0,0,163.33,1,1,Check-Out
Resort Hotel - Kochi,India,CUST_311,INN00607,16-Mar-24,57,12-May-24,2,5,2,0,0,HB,Online TA,0,0,0,E,E,0,2,151.86,0,0,Check-Out
Resort Hotel - Ahmedabad,USA,CUST_073,INN00608,25-Feb-24,102,6-Jun-24,2,5,3,0,0,BB,Offline TA/TO,0,0,0,A,D,0,0,95.57,0,1,Check-Out
Resort Hotel - Kochi,Germany,CUST_045,INN00609,29-Sep-23,108,15-Jan-24,2,6,2,0,0,BB,Online TA,0,0,0,A,A,0,1,112.05,0,1,Check-Out
Resort Hotel - Chennai,USA,CUST_383,INN00610,25-Sep-24,28,23-Oct-24,2,7,2,1,0,BB,Direct,0,0,0,E,E,0,1,160,0,1,Check-Out
Resort Hotel - Bhopal,India,CUST_562,INN00611,26-Apr-24,29,25-May-24,2,8,2,0,0,BB,Online TA,0,0,0,A,A,0,0,103.18,0,1,Check-Out
Resort Hotel - Bhopal,France,CUST_396,INN00612,4-Nov-24,0,4-Nov-24,0,1,2,0,0,BB,Direct,0,0,0,E,E,0,0,153,1,0,Check-Out
Resort Hotel - Indore,Canada,CUST_329,INN00613,20-Feb-24,96,26-May-24,0,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,119.75,0,1,Canceled
Resort Hotel - Mumbai,Australia,CUST_058,INN00614,25-Jan-24,44,9-Mar-24,0,4,2,0,1,BB,Online TA,0,0,0,D,D,0,1,135,0,1,Canceled
Resort Hotel - Bhopal,France,CUST_156,INN00615,3-Oct-24,44,16-Nov-24,0,4,2,1,0,HB,Online TA,0,0,0,D,D,1,0,167.69,0,1,Check-Out
Resort Hotel - Pune,India,CUST_532,INN00616,10-Nov-24,44,24-Dec-24,0,4,2,2,1,BB,Online TA,0,0,0,G,G,0,0,195,0,1,Canceled
Resort Hotel - Bhopal,Australia,CUST_568,INN00617,14-May-24,44,27-Jun-24,0,4,2,0,1,BB,Online TA,0,0,0,D,D,0,2,135,0,1,Canceled
Resort Hotel - Ahmedabad,India,CUST_020,INN00618,7-Mar-24,41,17-Apr-24,1,4,2,0,1,BB,Online TA,0,0,0,D,D,0,0,178.4,0,0,Canceled
Resort Hotel - Hyderabad,Australia,CUST_248,INN00619,3-Feb-24,16,19-Feb-24,0,0,2,2,0,BB,Online TA,0,0,0,C,I,0,0,0,0,0,Check-Out
Resort Hotel - Pune,UAE,CUST_187,INN00620,4-Nov-23,73,16-Jan-24,0,0,2,0,0,BB,Online TA,0,0,0,D,I,1,1,0,0,1,Check-Out
Resort Hotel - Chennai,Canada,CUST_399,INN00621,16-Sep-24,3,19-Sep-24,0,1,2,0,0,BB,Online TA,0,0,0,D,E,0,1,154,1,1,Check-Out
Resort Hotel - Lucknow,Germany,CUST_365,INN00622,16-Oct-24,0,16-Oct-24,0,1,2,0,0,BB,Direct,0,0,0,C,C,0,0,134,0,0,Check-Out
Resort Hotel - Kochi,India,CUST_582,INN00623,13-Nov-23,55,7-Jan-24,0,1,1,0,1,BB,Direct,0,0,0,A,A,0,2,112,0,0,Canceled
Resort Hotel - Delhi,USA,CUST_253,INN00624,6-Jul-24,33,8-Aug-24,0,3,2,0,0,HB,Online TA,0,0,0,E,E,1,1,194,1,1,Check-Out
Resort Hotel - Pune,France,CUST_056,INN00625,30-Dec-23,19,18-Jan-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,2,153,0,0,Canceled
Resort Hotel - Delhi,UAE,CUST_417,INN00626,15-Dec-23,55,8-Feb-24,0,3,2,0,1,BB,Online TA,0,0,0,D,D,0,0,135,0,0,Canceled
Resort Hotel - Jaipur,UK,CUST_364,INN00627,17-Jan-24,33,19-Feb-24,0,3,2,0,0,HB,Online TA,0,0,0,D,E,0,1,184,0,1,Check-Out
Resort Hotel - Jaipur,Australia,CUST_088,INN00628,27-Dec-23,19,15-Jan-24,1,3,2,2,1,BB,Online TA,0,0,0,H,H,0,1,210,0,0,Canceled
Resort Hotel - Lucknow,India,CUST_462,INN00629,11-Apr-24,19,30-Apr-24,1,3,2,0,1,BB,Direct,0,0,0,E,E,0,0,139,0,0,Canceled
Resort Hotel - Chandigarh,Canada,CUST_059,INN00630,17-Nov-23,117,13-Mar-24,2,3,2,0,0,BB,Offline TA/TO,0,0,0,D,F,0,1,101.46,1,0,Check-Out
Resort Hotel - Bangalore,Australia,CUST_358,INN00631,4-Feb-24,72,16-Apr-24,2,4,2,0,1,BB,Online TA,0,0,0,E,E,0,2,145,0,0,Canceled
Resort Hotel - Delhi,India,CUST_131,INN00632,22-Oct-24,19,10-Nov-24,1,3,2,0,1,BB,Online TA,0,0,0,D,D,0,2,173,0,0,Canceled
Resort Hotel - Lucknow,India,CUST_472,INN00633,1-Apr-24,34,5-May-24,2,6,3,0,0,HB,Offline TA/TO,0,0,0,D,D,1,0,217.05,1,1,Check-Out
Resort Hotel - Ahmedabad,UK,CUST_454,INN00634,24-Apr-24,9,3-May-24,0,2,2,0,0,BB,Online TA,0,0,0,E,E,0,0,164,0,2,Check-Out
Resort Hotel - Kolkata,India,CUST_541,INN00635,8-Sep-24,8,16-Sep-24,0,2,2,0,0,BB,Online TA,0,0,0,D,F,0,2,173,0,2,Check-Out
Resort Hotel - Chennai,UAE,CUST_427,INN00636,17-May-24,36,22-Jun-24,0,1,2,0,1,BB,Direct,0,0,0,A,A,0,1,112.5,0,0,Canceled
Resort Hotel - Chandigarh,India,CUST_172,INN00637,20-Jan-24,22,11-Feb-24,0,2,2,0,0,BB,Online TA,0,0,0,A,A,0,0,153,0,2,Check-Out
Resort Hotel - Pune,USA,CUST_083,INN00638,26-Aug-24,22,17-Sep-24,0,2,2,0,0,BB,Online TA,0,0,0,D,D,0,1,173,0,2,Check-Out
Resort Hotel - Goa,Canada,CUST_339,INN00639,21-Dec-23,22,12-Jan-24,0,2,2,0,0,BB,Online TA,0,0,0,A,A,0,1,153,0,2,Check-Out
Resort Hotel - Chandigarh,UK,CUST_204,INN00640,3-Nov-24,36,9-Dec-24,0,2,2,0,0,BB,Online TA,0,0,0,A,D,0,0,134,0,0,Check-Out
Resort Hotel - Kolkata,USA,CUST_223,INN00641,30-Sep-24,22,22-Oct-24,0,2,2,0,0,BB,Online TA,0,0,0,A,A,0,0,153,0,2,Check-Out
Resort Hotel - Bangalore,UAE,CUST_197,INN00642,1-Feb-24,22,23-Feb-24,0,2,2,2,1,BB,Online TA,0,0,0,G,G,0,1,233,0,2,Canceled
Resort Hotel - Bhopal,France,CUST_136,INN00643,19-Jul-24,18,6-Aug-24,0,2,2,0,0,BB,Direct,0,0,0,D,G,0,1,154,0,0,Check-Out
Resort Hotel - Indore,Australia,CUST_378,INN00644,5-Dec-24,8,13-Dec-24,0,2,2,0,0,BB,Online TA,0,0,0,D,F,0,4,173,0,2,Check-Out
Resort Hotel - Lucknow,Canada,CUST_439,INN00645,4-Feb-24,67,11-Apr-24,0,2,2,0,1,BB,Online TA,0,0,0,D,D,0,2,135,0,1,Canceled
Resort Hotel - Mumbai,UAE,CUST_217,INN00646,1-Jun-24,105,14-Sep-24,0,2,2,0,1,BB,Offline TA/TO,0,0,0,E,E,0,2,132.5,0,0,Canceled
Resort Hotel - Indore,France,CUST_446,INN00647,7-Dec-24,1,8-Dec-24,1,2,3,0,0,BB,Online TA,0,0,0,H,H,2,0,222.67,0,0,Check-Out
Resort Hotel - Pune,Canada,CUST_549,INN00648,11-Nov-23,67,17-Jan-24,0,2,2,0,1,BB,Online TA,0,0,0,D,D,0,0,135,0,1,Canceled
Resort Hotel - Jaipur,India,CUST_552,INN00649,25-Mar-24,39,3-May-24,0,2,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107,0,0,Check-Out
Resort Hotel - Bhopal,UAE,CUST_127,INN00650,29-Sep-24,45,13-Nov-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,127,0,0,Canceled
Resort Hotel - Kochi,Australia,CUST_058,INN00651,9-Dec-23,45,23-Jan-24,2,2,2,0,1,BB,Online TA,0,0,0,D,D,0,1,135,0,0,Canceled
Resort Hotel - Bangalore,Germany,CUST_125,INN00652,22-Feb-24,14,7-Mar-24,2,2,2,0,0,BB,Online TA,0,0,0,A,D,0,0,149.7,1,1,Check-Out
Resort Hotel - Goa,USA,CUST_143,INN00653,12-Apr-24,53,4-Jun-24,2,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,161.25,0,0,Canceled
Resort Hotel - Kolkata,USA,CUST_283,INN00654,6-Dec-23,28,3-Jan-24,2,2,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107,0,0,Check-Out
Resort Hotel - Kochi,India,CUST_001,INN00655,8-Jul-24,55,1-Sep-24,2,3,2,0,0,BB,Online TA,0,0,0,A,A,0,1,75.44,0,1,Check-Out
Resort Hotel - Jaipur,USA,CUST_243,INN00656,6-Jun-24,55,31-Jul-24,2,3,2,0,0,BB,Online TA,0,0,0,A,A,0,3,75.44,0,1,Check-Out
Resort Hotel - Ahmedabad,India,CUST_501,INN00657,10-Oct-24,25,4-Nov-24,2,5,2,0,0,BB,Direct,0,0,0,A,A,1,2,115,0,0,Check-Out
Resort Hotel - Lucknow,India,CUST_092,INN00658,6-Nov-24,43,19-Dec-24,2,5,2,0,1,FB,Offline TA/TO,0,0,0,A,A,0,0,159.2,0,1,Canceled
Resort Hotel - Kolkata,UK,CUST_534,INN00659,10-Apr-24,109,28-Jul-24,2,5,2,0,1,HB,Online TA,0,0,0,A,A,0,2,163.29,0,2,Canceled
Resort Hotel - Chennai,India,CUST_560,INN00660,1-Jan-24,62,3-Mar-24,2,6,2,2,1,BB,Online TA,0,0,0,H,H,0,1,210,0,0,Canceled
Resort Hotel - Ahmedabad,India,CUST_452,INN00661,27-Jul-24,25,21-Aug-24,2,6,2,0,0,BB,Direct,0,0,0,D,D,0,1,154,0,2,Check-Out
Resort Hotel - Pune,Australia,CUST_138,INN00662,17-Dec-23,43,29-Jan-24,2,7,2,0,0,HB,Online TA,0,0,0,A,A,0,0,166,0,0,Check-Out
Resort Hotel - Lucknow,India,CUST_130,INN00663,22-Jun-24,35,27-Jul-24,3,7,2,0,0,BB,Offline TA/TO,0,0,0,E,E,0,1,132.5,0,0,Check-Out
Resort Hotel - Delhi,Canada,CUST_559,INN00664,10-Jun-24,42,22-Jul-24,3,7,2,0,1,BB,Offline TA/TO,0,0,0,A,A,0,2,107,0,0,Canceled
Resort Hotel - Lucknow,Canada,CUST_229,INN00665,27-Nov-23,312,4-Oct-24,4,10,3,0,1,BB,Offline TA/TO,0,0,0,A,A,0,0,121.98,0,1,Canceled
Resort Hotel - Bangalore,USA,CUST_323,INN00666,22-Jul-24,30,21-Aug-24,0,0,2,1,0,HB,Online TA,0,0,0,D,D,0,0,0,0,0,Check-Out
Resort Hotel - Hyderabad,UAE,CUST_227,INN00667,10-Oct-24,47,26-Nov-24,2,1,2,0,0,HB,Offline TA/TO,0,0,0,A,E,0,1,133,0,0,Check-Out
Resort Hotel - Bangalore,Germany,CUST_155,INN00668,30-May-24,40,9-Jul-24,0,1,2,0,0,BB,Offline TA/TO,0,0,0,A,F,0,3,107,0,0,Check-Out
Resort Hotel - Delhi,France,CUST_556,INN00669,21-Feb-24,11,3-Mar-24,0,1,2,0,0,BB,Online TA,0,0,0,A,F,0,0,117.81,0,0,Check-Out
Resort Hotel - Chennai,France,CUST_216,INN00670,2-May-24,39,10-Jun-24,0,1,2,0,0,BB,Offline TA/TO,0,0,0,A,F,0,0,107,0,0,Check-Out
Resort Hotel - Delhi,France,CUST_526,INN00671,14-Jun-24,39,23-Jul-24,0,1,2,0,1,BB,Online TA,0,0,0,A,A,0,2,120.6,0,0,Canceled
Resort Hotel - Bangalore,Australia,CUST_108,INN00672,4-Mar-24,1,5-Mar-24,1,1,2,0,0,BB,Direct,0,0,0,D,E,0,0,147,0,0,Check-Out
Resort Hotel - Delhi,Australia,CUST_178,INN00673,22-Dec-23,12,3-Jan-24,1,1,2,0,1,BB,Online TA,0,0,0,A,A,0,1,153,0,2,Canceled
Resort Hotel - Delhi,Canada,CUST_349,INN00674,29-May-24,16,14-Jun-24,1,1,2,0,1,BB,Online TA,0,0,0,A,A,0,2,153,0,1,Canceled
Resort Hotel - Goa,UK,CUST_444,INN00675,25-Jun-24,16,11-Jul-24,1,1,2,0,1,BB,Direct,0,0,0,A,A,0,0,134,0,0,Canceled
Resort Hotel - Pune,Canada,CUST_199,INN00676,13-Nov-24,12,25-Nov-24,1,1,2,0,0,BB,Online TA,0,0,0,A,E,0,0,153,0,1,Check-Out
Resort Hotel - Pune,Germany,CUST_035,INN00677,1-Oct-24,51,21-Nov-24,2,1,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,0,118,0,0,Check-Out
Resort Hotel - Bangalore,Canada,CUST_369,INN00678,26-Aug-24,67,1-Nov-24,2,2,2,0,0,BB,Online TA,0,0,0,A,D,1,2,134,0,1,Check-Out
Resort Hotel - Lucknow,UK,CUST_384,INN00679,27-Sep-24,52,18-Nov-24,2,3,2,0,0,HB,Offline TA/TO,0,0,0,A,A,0,0,135,0,2,Check-Out
Resort Hotel - Jaipur,Germany,CUST_415,INN00680,8-Jul-24,25,2-Aug-24,2,3,2,1,0,HB,Online TA,0,0,0,D,D,0,0,158.77,0,2,Check-Out
Resort Hotel - Chennai,India,CUST_561,INN00681,18-Jul-24,94,20-Oct-24,2,3,2,0,0,BB,Online TA,0,0,0,A,A,0,1,134,1,1,Check-Out
Resort Hotel - Bangalore,UAE,CUST_227,INN00682,28-Sep-24,54,21-Nov-24,2,3,2,0,1,BB,Online TA,0,0,0,A,A,0,1,134,0,0,Canceled
Resort Hotel - Kochi,UAE,CUST_347,INN00683,1-Feb-24,33,5-Mar-24,2,3,2,2,0,HB,Online TA,0,0,0,C,C,0,0,142.03,0,1,Check-Out
Resort Hotel - Bhopal,India,CUST_360,INN00684,22-Sep-24,47,8-Nov-24,2,3,2,2,0,HB,Direct,0,0,0,G,G,1,1,240,0,0,Check-Out
Resort Hotel - Ahmedabad,Australia,CUST_378,INN00685,6-Nov-24,43,19-Dec-24,2,4,2,0,0,BB,Direct,0,0,0,A,A,0,4,134,0,0,Check-Out
Resort Hotel - Hyderabad,France,CUST_286,INN00686,19-Jan-24,87,15-Apr-24,2,4,2,0,1,BB,Online TA,0,0,0,A,A,0,3,134,0,3,Canceled
Resort Hotel - Pune,Canada,CUST_299,INN00687,16-May-24,54,9-Jul-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,0,1,147,0,0,Check-Out
Resort Hotel - Kochi,France,CUST_336,INN00688,26-Apr-24,32,28-May-24,2,5,2,0,0,BB,Online TA,0,0,0,E,E,0,1,176,1,0,Check-Out
Resort Hotel - Delhi,Australia,CUST_398,INN00689,9-Jul-24,29,7-Aug-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,1,0,120.6,0,1,Canceled
Resort Hotel - Jaipur,Australia,CUST_258,INN00690,6-Aug-24,96,10-Nov-24,2,5,2,0,1,HB,Online TA,0,0,0,A,A,0,1,166,0,1,Canceled
Resort Hotel - Jaipur,UAE,CUST_417,INN00691,30-Mar-24,100,8-Jul-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,0,Canceled
Resort Hotel - Jaipur,Germany,CUST_255,INN00692,24-Aug-24,54,17-Oct-24,2,5,2,0,0,HB,Online TA,0,0,0,A,A,0,1,147,0,0,Check-Out
Resort Hotel - Chennai,Germany,CUST_165,INN00693,6-Apr-24,75,20-Jun-24,2,5,2,0,0,HB,Online TA,0,0,0,D,D,1,0,167,0,1,Check-Out
Resort Hotel - Kolkata,Australia,CUST_118,INN00694,25-Mar-24,31,25-Apr-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107.2,1,0,Check-Out
Resort Hotel - Pune,Australia,CUST_248,INN00695,17-Jan-24,25,11-Feb-24,2,6,1,0,1,BB,Direct,0,0,0,A,A,0,0,131.63,0,0,Canceled
Resort Hotel - Kolkata,USA,CUST_493,INN00696,16-Apr-24,61,16-Jun-24,2,6,3,0,0,HB,Online TA,0,0,0,E,E,0,1,233.05,1,0,Check-Out
Resort Hotel - Mumbai,USA,CUST_243,INN00697,4-Jul-24,60,2-Sep-24,2,6,2,0,0,HB,Online TA,0,0,0,A,A,1,3,90.12,0,1,Check-Out
Resort Hotel - Goa,USA,CUST_273,INN00698,19-Sep-24,31,20-Oct-24,3,6,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,1,Canceled
Resort Hotel - Goa,USA,CUST_373,INN00699,3-Jul-24,107,18-Oct-24,3,6,1,0,1,BB,Online TA,0,0,0,A,A,0,1,125,0,2,Canceled
Resort Hotel - Bhopal,Australia,CUST_078,INN00700,24-Aug-24,31,24-Sep-24,3,6,2,0,1,BB,Online TA,0,0,0,D,D,0,0,154,0,1,Canceled
Resort Hotel - Bangalore,France,CUST_126,INN00701,12-Jun-24,115,5-Oct-24,4,6,2,0,0,BB,Online TA,0,0,0,A,A,0,0,120.6,0,2,Check-Out
Resort Hotel - Indore,Canada,CUST_099,INN00702,10-Jun-24,59,8-Aug-24,4,8,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,114.25,0,1,Check-Out
Resort Hotel - Mumbai,Canada,CUST_329,INN00703,2-Jul-24,85,25-Sep-24,4,10,2,0,1,BB,Offline TA/TO,0,0,0,A,A,0,1,107,0,0,Canceled
Resort Hotel - Jaipur,Australia,CUST_048,INN00704,12-Jun-24,0,12-Jun-24,2,5,2,0,0,BB,Online TA,0,0,0,A,D,0,1,88.55,0,0,Check-Out
Resort Hotel - Bangalore,UK,CUST_334,INN00705,19-Feb-24,299,14-Dec-24,2,5,2,1,1,BB,Online TA,0,0,0,A,A,0,0,149,0,1,Canceled
Resort Hotel - Hyderabad,Australia,CUST_368,INN00706,9-Jun-24,50,29-Jul-24,2,5,3,0,0,BB,Direct,0,0,0,G,G,0,1,195,1,0,Check-Out
Resort Hotel - Indore,UK,CUST_094,INN00707,14-Mar-24,50,3-May-24,2,5,2,0,1,BB,Online TA,0,0,0,E,E,0,0,164,0,0,Canceled
Resort Hotel - Hyderabad,UAE,CUST_087,INN00708,2-Nov-23,88,29-Jan-24,2,2,2,0,1,BB,Online TA,0,0,0,D,D,0,1,154,0,1,Canceled
Resort Hotel - Delhi,UK,CUST_294,INN00709,24-Sep-23,116,18-Jan-24,2,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,1,Canceled
Resort Hotel - Bhopal,UAE,CUST_497,INN00710,27-Jun-24,47,13-Aug-24,2,1,2,0,0,BB,Online TA,0,0,0,A,D,0,3,103.5,0,0,Check-Out
Resort Hotel - Indore,Germany,CUST_295,INN00711,27-Feb-24,48,15-Apr-24,2,1,2,0,0,BB,Online TA,0,0,0,A,D,0,1,115,0,3,Check-Out
Resort Hotel - Bangalore,Germany,CUST_085,INN00712,4-Feb-24,54,29-Mar-24,2,4,2,1,1,BB,Online TA,0,0,0,A,A,0,2,95.02,0,2,Canceled
Resort Hotel - Kochi,India,CUST_421,INN00713,3-Jun-24,33,6-Jul-24,2,4,2,0,1,BB,Offline TA/TO,0,0,0,E,E,0,1,132.5,0,0,Canceled
Resort Hotel - Lucknow,Canada,CUST_289,INN00714,20-Nov-23,73,1-Feb-24,2,3,3,0,0,HB,Direct,0,0,0,E,E,0,2,209,0,1,Check-Out
Resort Hotel - Delhi,India,CUST_251,INN00715,26-Jun-24,54,19-Aug-24,2,4,2,1,1,BB,Online TA,0,0,0,A,A,0,1,95.02,0,2,Canceled
Resort Hotel - Indore,India,CUST_091,INN00716,11-Sep-24,33,14-Oct-24,2,4,2,0,1,BB,Offline TA/TO,0,0,0,E,E,0,1,132.5,0,0,Canceled
Resort Hotel - Chandigarh,Australia,CUST_368,INN00717,31-Dec-23,38,7-Feb-24,2,5,2,2,0,HB,Direct,0,0,0,C,C,0,1,180,0,0,Check-Out
Resort Hotel - Chennai,India,CUST_371,INN00718,5-Jun-24,34,9-Jul-24,2,0,2,0,0,BB,Online TA,0,0,0,A,A,0,1,103.18,0,0,Check-Out
Resort Hotel - Chennai,India,CUST_052,INN00719,18-Jan-24,130,27-May-24,2,5,2,0,0,HB,Direct,0,0,0,E,E,0,1,174.01,0,1,Check-Out
Resort Hotel - Mumbai,France,CUST_426,INN00720,20-Sep-24,39,29-Oct-24,3,5,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,1,133,0,1,Canceled
Resort Hotel - Kolkata,UAE,CUST_497,INN00721,14-Aug-24,39,22-Sep-24,3,5,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,3,133,0,1,Canceled
Resort Hotel - Ahmedabad,France,CUST_226,INN00722,1-Jun-24,45,16-Jul-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,107.2,0,0,Check-Out
Resort Hotel - Chennai,Germany,CUST_105,INN00723,5-Mar-24,31,5-Apr-24,0,0,2,0,0,BB,Online TA,0,0,0,A,I,1,0,0,0,0,Check-Out
Resort Hotel - Hyderabad,UK,CUST_234,INN00724,6-Sep-24,48,24-Oct-24,1,1,2,2,1,BB,Online TA,0,0,0,H,H,0,1,210,0,1,Canceled
Resort Hotel - Kochi,Germany,CUST_195,INN00725,28-Aug-24,59,26-Oct-24,1,1,2,0,0,BB,Online TA,0,0,0,E,E,0,0,145,1,0,Check-Out
Resort Hotel - Chandigarh,Australia,CUST_378,INN00726,6-Dec-23,48,23-Jan-24,1,1,2,2,1,BB,Online TA,0,0,0,G,G,0,4,195,0,1,Canceled
Resort Hotel - Jaipur,India,CUST_452,INN00727,7-Jun-24,48,25-Jul-24,1,1,1,0,1,HB,Online TA,0,0,0,A,A,1,1,124.2,0,1,Canceled
Resort Hotel - Hyderabad,UK,CUST_244,INN00728,8-Jan-24,48,25-Feb-24,1,1,2,0,1,HB,Online TA,0,0,0,D,D,0,0,167,0,1,Canceled
Resort Hotel - Chennai,Germany,CUST_585,INN00729,22-Aug-24,48,9-Oct-24,1,2,2,0,0,BB,Online TA,0,0,0,E,F,0,1,145,1,0,Check-Out
Resort Hotel - Mumbai,Germany,CUST_525,INN00730,9-Jun-24,96,13-Sep-24,1,2,2,0,0,HB,Online TA,0,0,0,A,E,0,0,166,0,2,Check-Out
Resort Hotel - Jaipur,France,CUST_266,INN00731,2-Dec-23,51,22-Jan-24,1,2,2,0,0,BB,Direct,0,0,0,A,G,0,0,115,0,0,Check-Out
Resort Hotel - Pune,Australia,CUST_318,INN00732,17-Nov-23,96,21-Feb-24,1,2,2,0,0,HB,Online TA,0,0,0,A,E,0,0,166,1,2,Check-Out
Resort Hotel - Kolkata,Germany,CUST_395,INN00733,5-Jul-24,41,15-Aug-24,1,3,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,0,Canceled
Resort Hotel - Bhopal,Germany,CUST_005,INN00734,15-Feb-24,6,21-Feb-24,1,3,2,0,0,BB,Direct,0,0,0,F,F,5,0,162,0,2,Check-Out
Resort Hotel - Goa,India,CUST_252,INN00735,26-Mar-24,27,22-Apr-24,1,3,2,0,0,BB,Online TA,0,0,0,A,D,0,1,153,0,0,Check-Out
Resort Hotel - Hyderabad,USA,CUST_403,INN00736,30-Jul-24,28,27-Aug-24,1,3,2,0,0,HB,Offline TA/TO,0,0,0,A,C,0,0,133.2,0,0,Check-Out
Resort Hotel - Bangalore,USA,CUST_303,INN00737,16-Oct-24,30,15-Nov-24,1,3,2,0,0,BB,Online TA,0,0,0,A,D,0,0,134,0,1,Check-Out
Resort Hotel - Lucknow,USA,CUST_373,INN00738,13-Dec-23,45,27-Jan-24,1,3,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,107,1,2,Check-Out
Resort Hotel - Chennai,Germany,CUST_365,INN00739,13-Dec-23,52,3-Feb-24,1,3,2,1,0,HB,Direct,0,0,0,D,F,0,0,145,0,2,Check-Out
Resort Hotel - Kochi,UK,CUST_474,INN00740,3-Nov-24,31,4-Dec-24,1,3,2,0,0,HB,Direct,0,0,0,A,C,0,0,145,0,0,Check-Out
Resort Hotel - Indore,USA,CUST_333,INN00741,2-Nov-23,74,15-Jan-24,1,3,2,0,1,BB,Offline TA/TO,0,0,0,A,A,0,1,107,0,1,Canceled
Resort Hotel - Mumbai,UK,CUST_164,INN00742,4-Aug-24,31,4-Sep-24,1,3,2,0,0,BB,Offline TA/TO,0,0,0,F,F,0,1,167.2,0,0,Check-Out
Resort Hotel - Delhi,India,CUST_281,INN00743,10-Mar-24,87,5-Jun-24,1,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,2,Canceled
Resort Hotel - Mumbai,Australia,CUST_188,INN00744,15-Dec-23,48,1-Feb-24,1,3,2,1,0,BB,Online TA,0,0,0,A,C,1,1,130,0,0,Check-Out
Resort Hotel - Jaipur,India,CUST_272,INN00745,14-Mar-24,41,24-Apr-24,1,3,2,0,1,BB,Online TA,0,0,0,E,E,0,0,164,0,0,Canceled
Resort Hotel - Hyderabad,Germany,CUST_475,INN00746,26-Oct-24,35,30-Nov-24,1,3,2,0,0,HB,Offline TA/TO,0,0,0,D,D,0,1,149,0,0,Check-Out
Resort Hotel - Kolkata,France,CUST_346,INN00747,25-May-24,28,22-Jun-24,1,4,2,0,0,BB,Online TA,0,0,0,D,D,0,2,154,1,0,Check-Out
Resort Hotel - Chandigarh,USA,CUST_113,INN00748,14-Aug-24,77,30-Oct-24,1,4,2,0,0,BB,Online TA,0,0,0,G,G,1,0,195,0,1,Check-Out
Resort Hotel - Bhopal,Germany,CUST_365,INN00749,11-Apr-24,33,14-May-24,1,4,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,0,Canceled
Resort Hotel - Pune,India,CUST_031,INN00750,28-Sep-24,30,28-Oct-24,1,4,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,107.2,0,0,Check-Out
Resort Hotel - Kolkata,Germany,CUST_175,INN00751,18-Jul-24,34,21-Aug-24,1,4,2,0,1,HB,Online TA,0,0,0,A,A,0,1,164,0,0,Canceled
Resort Hotel - Chennai,India,CUST_452,INN00752,30-Jan-24,298,23-Nov-24,1,5,3,0,1,HB,Offline TA/TO,0,0,0,A,A,0,1,183.45,0,1,Canceled
Resort Hotel - Chandigarh,Australia,CUST_378,INN00753,18-Jan-24,35,22-Feb-24,1,5,2,0,0,HB,Online TA,0,0,0,A,A,0,4,159.6,1,1,Check-Out
Resort Hotel - Kolkata,UAE,CUST_467,INN00754,28-Sep-24,40,7-Nov-24,1,5,2,0,0,BB,Online TA,0,0,0,A,A,0,0,120.6,0,0,Check-Out
Resort Hotel - Kolkata,France,CUST_436,INN00755,12-Nov-23,101,21-Feb-24,2,5,2,0,1,BB,Online TA,0,0,0,E,E,0,1,164,0,2,Canceled
Resort Hotel - Hyderabad,Australia,CUST_058,INN00756,28-Mar-24,101,7-Jul-24,2,5,2,0,1,BB,Online TA,0,0,0,G,G,0,1,219.43,0,2,Canceled
Resort Hotel - Chennai,France,CUST_456,INN00757,26-Feb-24,101,6-Jun-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,1,134,0,2,Canceled
